y	x	lower_error	upper_error	champ
98	0.5096976611523103	0.02756718339258002	0.027582225184460407	Zed
99	0.5106918238993711	0.05734785378254409	0.057161526756371095	Kassadin
100	0.5114503816793893	0.049864490734179756	0.049988878922530344	Lissandra
101	0.5114873965749471	0.007200052088746078	0.007222829450214796	Malphite
102	0.5115787940576755	0.009906242436402923	0.00991634270745756	Camille
103	0.5125679347826086	0.008073312591108328	0.008121284552754515	Irelia
104	0.5142857142857142	0.18276216441876691	0.1804901844314225	Leblanc
105	0.5154185022026432	0.09809530326390592	0.0967964566974373	Ivern
106	0.5169300225733634	0.0446937593875692	0.04441603366817948	Akshan
107	0.5175159683727736	0.00869858573337845	0.008725002002349824	Shen
108	0.5180561942929724	0.007681500554373	0.007696408330881477	Ornn
109	0.5182718335945291	0.009840431970397967	0.009758128647865183	Kayle
110	0.5188088726830751	0.012759741270458203	0.012821049127991202	Kled
111	0.5194273164963257	0.010656507475562682	0.010683581754719507	Urgot
112	0.5194819277108433	0.005695405490836358	0.005712881333942654	Garen
113	0.5206611570247934	0.14033638604308368	0.13146984617377433	Ashe
114	0.5214319359397079	0.01770724073161245	0.01781985951930387	Quinn
115	0.5220533728687917	0.022297546571474258	0.02224962776223749	Anivia
116	0.5230953809238152	0.02318141262248008	0.02310154782689744	Cassiopeia
117	0.524945940632986	0.01027185213790649	0.010303819181330165	Singed
118	0.5300546448087432	0.06950170779599801	0.06857598373246743	Annie
119	0.5354107648725213	0.06113905718650203	0.06065123986033827	Ahri
120	0.5389473684210526	0.07363939693912447	0.07228874340650537	KogMaw
121	0.5429864253393665	0.10631770307322758	0.10235127813133638	Senna
122	0.5460992907801419	0.0602215241225571	0.059603769757976766	Nocturne
123	0.5461346633416458	0.05694437503325267	0.05649463934273502	Zilean
124	0.5555555555555556	0.148395027760525	0.14289397704310036	JarvanIV
125	0.5868544600938967	0.10555749218434318	0.10199280130178057	Velkoz
126	0.6346153846153846	0.207741986248982	0.18206267744214422	Hwei
